Título;Ano;Nota IMDb;Gênero;País de Origem;Idioma;;;;;
Chesty Anderson U.S. Navy;1976;4,1;Comedy;United States;English;;;;;
Mandinga;1976;3,5;Adventure, Drama;Italy;Italian;;;;;
The Rites of May;1976;6,7;Drama, Horror, Thriller;Philippines;Filipino, Tagalog;;;;;
The Littlest Horse Thieves;1976;6,9;Drama, Family;United Kingdom, United States;English;;;;;
The Tough Ones;1976;6,9;Action, Crime, Drama, Thriller;Italy;Italian;;;;;
Buffalo Rider;1976;3,7;Adventure, Drama, Western;United States;English;;;;;
Seven Nights in Japan;1976;5,7;Action, Comedy, Drama, Music, Romance;France, United Kingdom, Japan;English;;;;;
Ba guo lian jun;1976;6,3;Action, Adventure;Hong Kong, Taiwan;Mandarin, German;;;;;
Desperate Measures;1998;6,1;Medical Drama, Action, Crime, Drama, Thriller;United States;English;;;;;
Knock Off;1998;4,9;Action, Crime, Thriller;Aruba, Hong Kong, United States;English, Cantonese;;;;;
Buffalo '66;1998;7,4;Dark Comedy, Comedy, Drama, Romance;United States, Canada;English;;;;;
Dancer, Texas Pop. 81;1998;6,7;Comedy, Drama, Family;United States;English;;;;;
Wide Awake;1998;5,8;Comedy, Drama, Family;United States;English;;;;;
The Hi-Lo Country;1998;6,1;Drama, Romance, Western;United Kingdom, Germany, United States;English;;;;;
Endurance;1998;6,3;Quest, Biography, Drama, Sport;United Kingdom, Germany, United States;English;;;;;
Train of Life;1998;7,6;Comedy, Drama, War;France, Netherlands, Israel, Belgium, Romania;French, German;;;;;
Out of the Past;1998;7,1;Documentary;United States;English;;;;;
Lolita 2000;1998;4;SciFi;United States;English;;;;;
Heartburn;1986;6,1;Comedy, Drama;United States;English;;;;;
Vendetta;1986;5,3;Action, Drama;United States;English;;;;;
Namukku Parkkan Munthiri Thoppukal;1986;8,5;Romance;India;Malayalam;;;;;
Psycho Girls;1986;4,2;Parody, Comedy, Horror;Canada;English;;;;;
Robotech: The Movie;1986;6,2;Anime, Mecha, Action, Animation, Music, Romance, SciFi;Japan, United States;English, Japanese;;;;;
The Wolverine;2013;6,7;Samurai, Superhero, Action, SciFi;United States, United Kingdom;English, Japanese;;;;;
Hansel & Gretel: Witch Hunters;2013;6,1;Dark Fantasy, Fairy Tale, Action, Fantasy, Horror;Germany, United States;English;;;;;
The Trials of Muhammad Ali;2013;7,2;Biography, Documentary, Sport, War;United States;English;;;;;
Last Passenger;2013;5,7;Action, Mystery, Thriller;United Kingdom;English;;;;;
John Wick: Chapter 4;2023;7,6;Action Epic, Gun Fu, OnePerson Army Action, Action, Crime, Thriller;United States, Germany;English, Japanese, Russian, French, Spanish, German, Latin, Cantonese, Arabic;;;;;
Renfield;2023;6,4;Dark Comedy, Splatter Horror, Vampire Horror, Action, Comedy, Fantasy, Horror;United States, United Kingdom, Canada;English, French;;;;;
The Machine;2023;5,7;Action, Comedy;United States, Serbia;English;;;;;
Camp Hideout;2023;4,3;Comedy, Family;United States;English;;;;;
Back on the Strip;2023;4,2;Comedy;United States;English;;;;;
Shelter in Solitude;2023;6,1;Comedy, Crime, Drama;United States;English;;;;;
Aggro Dr1ft;2023;5,6;Action, Crime, Drama;France, United States;English;;;;;
The Good Half;2023;5,5;Comedy, Drama;United States;English;;;;;
The Kill Room;2023;5,5;Comedy, Thriller;United States;English;;;;;
Totem;2023;7;Drama;Mexico, France, Denmark, Netherlands;Spanish, English;;;;;
Cat Person;2023;6;Psychological Thriller, Comedy, Drama, Thriller;United States, France;English;;;;;
The Falling Star;2023;5,6;Comedy, Drama, Mystery, Thriller;Belgium, France;French;;;;;
The Dive;2023;5,5;Survival, Adventure, Drama, Thriller;Germany, Belgium, United Kingdom, Malta, France;English;;;;;
The Seeding;2023;5;Folk Horror, Horror, Thriller;United States;English;;;;;
Candy Cane Lane;2023;5,6;HighConcept Comedy, Holiday Comedy, Holiday Family, Comedy, Family, Fantasy, Holiday;United States;English;;;;;
Love at First Sight;2023;6,8;Drama, Romance;United States, United Kingdom;English;;;;;
Case 39;2009;6,2;Supernatural Horror, Horror, Mystery, Thriller;Canada, United States;English;;;;;
Life Partner;2009;5,3;Comedy, Drama, Romance;India;;;;;;
John Rabe;2009;7,2;Biography, Drama, History, War;France, China, Germany, Austria, Italy, Spain, Belgium;Cantonese, Mandarin, German, Japanese, English, Ukrainian;;;;;
Bluebeard;2009;6,3;Drama, Fantasy, Romance;France;French;;;;;
Caesar and Otto's Summer Camp Massacre;2009;3,5;Parody, Comedy, Horror;United States;English;;;;;
Daniel and Ana;2009;6,1;Drama, Thriller;Mexico, Spain;Spanish;;;;;
Raiders of the Lost Ark;1981;8,4;Adventure Epic, Desert Adventure, Globetrotting Adventure, Quest, Action, Adventure;United States;English, German, Spanish, Nepali, Hebrew, Arabic;;;;;
Neighbors;1981;5,5;Comedy;United States;English, German;;;;;
Paternity;1981;5;Comedy, Romance;United States;English, French;;;;;
Ragtime;1981;7,3;Epic, Period Drama, Tragedy, Drama;United States;English;;;;;
Amy;1981;6,4;Drama, Family;United States;English, American Sign Language;;;;;
The Little Fox;1981;8,3;Adventure, Animation, Comedy, Drama, Family, Fantasy;Hungary;Hungarian;;;;;
Erotic Passion;1981;4,8;Crime, Drama;Greece;Greek;;;;;
Ticket to Heaven;1981;6,9;Drama;Canada;English;;;;;
Love and Lies;1981;7,8;Drama, Romance;Soviet Union;Russian;;;;;
Peter-No-Tail;1981;7;Anime, Animation, Comedy, Drama, Family;Sweden;Swedish;;;;;
Tais-toi quand tu parles!;1981;4,3;Comedy;France, Italy;French;;;;;
School in the Crosshairs;1981;6,3;Fantasy, SciFi;Japan;English, Japanese;;;;;
Vacation;2015;6,2;Road Trip, Slapstick, Adventure, Comedy;United States;English;;;;;
Focus;2015;6,6;Caper, Comedy, Crime, Drama, Romance;United States, Argentina;English, Spanish;;;;;
In the Heart of the Sea;2015;6,9;Sea Adventure, Survival, Tragedy, Action, Adventure, Biography, Drama, History;United States, Australia, Spain;English;;;;;
Monkey Kingdom;2015;7,2;Nature Documentary, Documentary;United States, United Kingdom;English;;;;;
Self/less;2015;6,5;Dark Comedy, Action, Mystery, SciFi, Thriller;United States;English;;;;;
45 Years;2015;7,1;Drama, Romance;United Kingdom;English;;;;;
The Cokeville Miracle;2015;5,6;Drama, Family, History, Mystery, Thriller;United States;English;;;;;
The Little Prince;2015;7,6;ComingofAge, Computer Animation, Fantasy Epic, Globetrotting Adventure, Stop Motion Animation, Adventure, Animation, Comedy, Drama, Family;France, Canada, Italy, United States, China;English;;;;;
Heavy Water;2015;6,8;Documentary;United States;English;;;;;
Censored Voices;2015;7,3;Documentary, History;Israel, Germany;Hebrew, English;;;;;
Finders Keepers;2015;6,8;Documentary;United States;English;;;;;
Being Charlie;2015;6,2;Drama, Romance;United States;English, Hebrew;;;;;
Men & Chicken;2015;6,7;Buddy Comedy, Dark Comedy, Quirky Comedy, Satire, Comedy, Drama, Mystery, SciFi;Denmark, Germany;Danish;;;;;
The Conjuring: The Devil Made Me Do It;2021;6,3;Suspense Mystery, Horror, Mystery, Thriller;United States;English, Latin;;;;;
Summer of Soul (...Or, When the Revolution Could Not Be Televised);2021;8;Music Documentary, Documentary, History, Music;United States;English;;;;;
Small Engine Repair;2021;6,5;Crime, Drama, Thriller;United States;English;;;;;
Try Harder!;2021;7,2;Documentary;United States;English;;;;;
What Do We See When We Look at the Sky?;2021;6,8;Body Swap Comedy, Comedy, Drama, Romance;Georgia, Germany;Georgian;;;;;
We Broke Up;2021;5,2;Comedy, Drama;United States;English;;;;;
Boiling Point;2021;7,5;Workplace Drama, Drama, Thriller;United Kingdom;English;;;;;
Disfluency;2021;8,5;Drama;United States;English, American Sign Language;;;;;
Bullitt;1968;7,4;Car Action, Action, Crime, Thriller;United States;English;;;;;
The Wrecking Crew;1968;5,5;Parody, Action, Adventure, Comedy, Crime, Drama, Thriller;United States;English;;;;;
Faces;1968;7,4;Drama;United States;English;;;;;
Los amores de Juan Charrasqueado;1968;6,7;Comedy, Drama, Western;Mexico;Spanish;;;;;
Go for Broke;1968;6,1;Spaghetti Western, Action, Comedy, Thriller, Western;Italy, Spain;Spanish, Italian;;;;;
Der Turm der verbotenen Liebe;1968;5;Action, Adventure, Drama, History, Horror;West Germany, France, Italy;German;;;;;
The Legend of Tarzan;2016;6,2;Jungle Adventure, Action, Adventure, Drama, Fantasy, Romance;United Kingdom, Canada, United States, Australia;English, Lingala, French;;;;;
Alice Through the Looking Glass;2016;6,2;Fairy Tale, Quest, Adventure, Family, Fantasy, Mystery;United States, Thailand, United Kingdom, India, Canada;English;;;;;
Manchester by the Sea;2016;7,8;Psychological Drama, Tragedy, Drama;United States;English;;;;;
Hillary's America: The Secret History of the Democratic Party;2016;4,8;Biography, Documentary, History;United States;English;;;;;
Captain Fantastic;2016;7,8;ComingofAge, Quirky Comedy, Road Trip, Teen Comedy, Teen Drama, Comedy, Drama;United States;English, Esperanto, German, Chinese;;;;;
Kabali;2016;6,1;Gangster, OnePerson Army Action, Action, Crime, Drama;India;Tamil;;;;;
Embrace: The Documentary;2016;7,2;Documentary;Australia, Canada, Dominican Republic, Germany, United States, United Kingdom, France;English;;;;;
Jimmy Vestvood: Amerikan Hero;2016;5,1;Comedy;United States;English;;;;;
Naples '44;2016;6,7;Documentary, War;Italy;Italian, English;;;;;
Harry Potter and the Sorcerer's Stone;2001;7,7;Teen Fantasy, Adventure, Family, Fantasy, Holiday;United Kingdom, United States;English, Latin;;;;;
The Last Castle;2001;6,9;Prison Drama, Action, Drama, Thriller;United States;English;;;;;
The Tailor of Panama;2001;6,1;Spy, Drama, Thriller;United States, Ireland;English, Spanish;;;;;
Ghost World;2001;7,3;Buddy Comedy, ComingofAge, Dark Comedy, Quirky Comedy, Teen Comedy, Teen Drama, Comedy, Drama;United Kingdom, Germany, United States;English;;;;;
My Wife Is an Actress;2001;6,4;Comedy, Drama, Romance;France;French, English;;;;;
All Over the Guy;2001;6,4;Comedy, Romance;United States;English;;;;;
The Rising Place;2001;6,3;Drama;United States;English;;;;;
Ordinary Sinner;2001;5,3;Drama, Romance;United States;English;;;;;
Rustlers' Rhapsody;1985;6,4;Parody, Satire, Comedy, Western;United States, Spain;English;;;;;
Day of the Dead;1985;7,1;Supernatural Horror, Zombie Horror, Horror, Thriller;United States;English;;;;;
My Beautiful Laundrette;1985;6,8;Comedy, Drama, Romance;United Kingdom;English, Urdu;;;;;
Pumping Iron II: The Women;1985;6;Documentary, Sport;United States;English;;;;;
The Girl in the Picture;1985;6,1;Comedy, Romance;United Kingdom;English;;;;;
Confessions of a Serial Killer;1985;5,8;Crime, Horror, Thriller;United States;English;;;;;
Tex and the Lord of the Deep;1985;5;Spaghetti Western, Adventure, Fantasy, Horror, Mystery, Thriller, Western;Italy, Spain;Italian;;;;;
Martin's Day;1985;5,9;Drama;Canada;English;;;;;
Mard;1985;6,2;Action, Comedy, Drama, Romance;India;Hindi;;;;;
Sanjog;1985;5,8;Drama;India;Hindi;;;;;
Microcosmos;1996;7,9;Nature Documentary, Documentary;France, Switzerland, Italy, United Kingdom;French;;;;;
American Buffalo;1996;5,8;Drama;United Kingdom, United States;English;;;;;
The Cyclone;1996;6,8;Comedy, Romance;Italy;Italian;;;;;
Mojave Moon;1996;5,2;Comedy, Romance, Thriller;United States;English;;;;;
Winter Bay;1996;4,9;Crime, Drama, Romance;Sweden;Swedish;;;;;
Rakshak;1996;5,1;Action, Thriller;India;Hindi;;;;;
And Now the Screaming Starts!;1973;5,9;Horror;United Kingdom;English;;;;;
The Spook Who Sat by the Door;1973;7,1;Action, Crime, Drama;United States;English;;;;;
Rebel;1973;4;Drama, Thriller;United States;English;;;;;
The Boss;1973;6,9;Action, Crime, Thriller;Italy;Italian;;;;;
Bohachi Bushido: Code of the Forgotten Eight;1973;6,8;Action, Drama, Thriller;Japan;Japanese;;;;;
Veronica se întoarce;1973;7,8;Family, Fantasy, Musical;Romania, Soviet Union;Romanian;;;;;
The Last Snow of Springtime;1973;6,4;Drama;Italy;Italian;;;;;
Tender and Perverse Emanuelle;1973;4,2;Drama, Mystery, Thriller;France;French;;;;;
The Third Secret;1964;6,5;Psychological Thriller, Whodunnit, Crime, Drama, Mystery, Thriller;United Kingdom;English;;;;;
The Moon-Spinners;1964;6,5;Teen Romance, Adventure, Family, Mystery, Romance, Thriller;United States, United Kingdom;English, Greek, Spanish;;;;;
Bullet for a Badman;1964;6,4;Classical Western, Drama, Western;United States;English;;;;;
The Mysterious Magician;1964;6,6;Crime, Mystery;West Germany;German;;;;;
Dr. Sex;1964;3,8;Comedy, SciFi;United States;English;;;;;
The Flesh Eaters;1964;5,7;Horror, SciFi;United States;English;;;;;
Ride the Wild Surf;1964;5,8;Comedy, Drama, Sport;United States;English;;;;;
Winnetou: The Red Gentleman;1964;6,5;Adventure, Drama, Western;West Germany, France, Italy, Yugoslavia;German;;;;;
Three Outlaw Samurai;1964;7,6;Samurai, Action, Drama;Japan;Japanese;;;;;
I cento cavalieri;1964;6,3;Action, Adventure, Comedy, Drama, History;Italy, Spain, West Germany;Italian;;;;;
Tjorven, Batsman, and Moses;1964;6,4;Comedy, Drama, Family;Sweden;Swedish;;;;;
Malamondo;1964;6,5;Documentary;Italy;Italian;;;;;
L'âge ingrat;1964;5,8;Comedy, Drama, Family, Romance;France;French;;;;;
Sleep;1964;3,5;Documentary;United States;English;;;;;
The Finest Hours;1964;7,2;History Documentary, Military Documentary, Biography, Documentary, History, War;United Kingdom;English;;;;;
How to Stuff a Wild Bikini;1965;4,7;Comedy, Musical;United States;English, Italian, German, French;;;;;
The Moment of Truth;1965;7,2;Drama;Italy, Spain;Italian, English;;;;;
Rat Fink;1965;6,7;Crime, Drama, Thriller;United States;English;;;;;
Rokyoku komori-uta;1965;6,7;Crime;Japan;Japanese;;;;;
Fall of the Mohicans;1965;4,6;Classical Western, Spaghetti Western, Adventure, Drama, Western;Spain, Italy;Spanish;;;;;
Subarnarekha;1965;7,3;Drama;India;Bengali;;;;;
Die oben ohne Story;1965;3,5;Romance;Switzerland;English;;;;;
Nobody Wanted to Die;1965;7,8;Action, Drama, History;Soviet Union;Lithuanian, Russian;;;;;
Last Tango in Paris;1972;6,8;Steamy Romance, Tragedy, Drama, Romance;Italy, France;English, French;;;;;
Sweet Sugar;1972;5,2;Action, Drama;United States;English;;;;;
Au Pair Girls;1972;4,9;Parody, Comedy, Romance;United Kingdom;English;;;;;
The French Sex Murders;1972;5,2;Giallo, Whodunnit, Horror, Mystery, Thriller;Italy, West Germany, France;French, German, English, Italian;;;;;
The Tall Blond Man with One Black Shoe;1972;7,2;Comedy, Mystery;France;French, English;;;;;
The Valachi Papers;1972;6,4;True Crime, Crime, Drama;Italy, France;English, Italian, Latin;;;;;
Seven Blood-Stained Orchids;1972;6,3;Giallo, Psychological Thriller, Slasher Horror, Crime, Horror, Mystery, Thriller;Italy, West Germany;Italian;;;;;
Demons of the Mind;1972;5,3;Folk Horror, Horror, Thriller;United Kingdom;English;;;;;
Skyjacked;1972;5,7;Action, Drama, Thriller;United States;English, Russian, Spanish;;;;;
Lone Wolf and Cub: Baby Cart at the River Styx;1972;7,9;Samurai, Action, Adventure, Drama;Japan;Japanese;;;;;
Walter Defends Sarajevo;1972;8,1;Action, War;Yugoslavia;SerboCroatian, German;;;;;
Trap on Cougar Mountain;1972;3,9;Mountain Adventure, Adventure, Western;United States;English;;;;;
Ben and Charlie;1972;6,1;Spaghetti Western, Comedy, Western;Italy, France;Italian;;;;;
Body of Lies;2008;7;Conspiracy Thriller, Political Thriller, Spy, Action, Drama, Thriller;United States, United Kingdom;English, Arabic;;;;;
Soul Men;2008;6,4;Satire, Comedy, Drama, Music;United States;English;;;;;
Shine a Light;2008;7,1;Music Documentary, Biography, Documentary, Music;United States;English;;;;;
The Class;2008;7,5;Drama;France;French, Bambara, Spanish;;;;;
Sugar;2008;7,2;Baseball, Drama, Sport;United States, Dominican Republic;Spanish, English;;;;;
Paris;2008;6,8;Comedy, Drama, Romance;France;French;;;;;
Management;2008;5,8;Comedy, Drama, Romance;United States;English, Mandarin;;;;;
Billy: The Early Years;2008;6,5;Biography, Drama;United States;English;;;;;
CJ7;2008;6,4;Adventure, Comedy, Drama, Family, Fantasy, SciFi;Hong Kong, China;Cantonese, Mandarin;;;;;
Ciao;2008;6,6;Drama, Romance;United States;English, Italian, Mandarin, Spanish;;;;;
Box Elder;2008;7,3;Comedy;United States;English;;;;;
Laila's Birthday;2008;6,9;Drama;Occupied Palestinian Territory, Tunisia, Netherlands;Arabic;;;;;
Robert Blecker Wants Me Dead;2008;7,3;Documentary;United States;English;;;;;
I Sell the Dead;2008;6;Dark Comedy, Comedy, Horror;United States;English;;;;;
Watercolors;2008;6,4;Drama, Romance;United States;English;;;;;
While She Was Out;2008;4,8;Crime, Drama, Thriller;United States, Canada, Germany;English, Spanish, Chinese;;;;;
Out of Time;2003;6,5;Crime, Drama, Mystery, Thriller;United States;English;;;;;
Dumb and Dumberer: When Harry Met Lloyd;2003;3,5;Buddy Comedy, Slapstick, Comedy;United States;English;;;;;
Young Adam;2003;6,3;Crime, Drama;United Kingdom, France;English;;;;;
The Saddest Music in the World;2003;7;Dark Comedy, Comedy, Musical;Canada;English, Spanish;;;;;
First Morning;2003;6,5;Drama;United States;Vietnamese;;;;;
Out of Control;2003;3,3;Comedy, Drama, Romance;India, United States;Hindi, English;;;;;
Virgin;2003;5,6;Drama;United States;English;;;;;
The Green Butchers;2003;7,2;Dark Comedy, Satire, Comedy, Drama;Denmark;Danish;;;;;
The Work and the Story;2003;5,3;Comedy;United States;English;;;;;
Exorcism;2003;2,2;Supernatural Horror, Horror, Thriller;United States;English;;;;;
Wag the Dog;1997;7,1;Dark Comedy, Satire, Comedy, Drama;United States;English, Albanian;;;;;
In the Company of Men;1997;7,1;Dark Comedy, Workplace Drama, Comedy, Drama;United States, Canada;English, American Sign Language;;;;;
City of Industry;1997;6,1;Crime, Drama, Thriller;United States;English;;;;;
Hands on a Hardbody: The Documentary;1997;7,6;Comedy, Documentary, Drama, Game Show;United States;English;;;;;
Critical Care;1997;5,9;Dark Comedy, Medical Drama, Satire, Comedy, Drama;Australia, United States;English;;;;;
Arunachalam;1997;7,5;Action, Comedy, Drama;India;Tamil;;;;;
Obsession;1997;5,1;Drama, Music, Romance;France, Germany;French, English, German;;;;;
Bandyta;1997;6,4;Drama;Poland, France, Germany;English;;;;;
Swiss Family Robinson;1960;7,1;Survival, Adventure, Family;United States;English, Malay;;;;;
The Magnificent Seven;1960;7,7;Classical Western, Action, Adventure, Drama, Western;United States;English, Spanish;;;;;
Horrors of Spider Island;1960;2,7;BHorror, Horror;West Germany;German;;;;;
Man in the Moon;1960;6,1;Comedy, Romance;United Kingdom;English;;;;;
Sunrise at Campobello;1960;6,8;Biography, Drama;United States;English, French;;;;;
The Beginning and the End;1960;8;Drama;Egypt;Arabic;;;;;
Son of Samson;1960;5,1;Action, Adventure, Drama, Fantasy, Romance;Italy, France, Yugoslavia;Italian;;;;;
Bernadette of Lourdes;1960;6,9;Drama;France, Italy;French;;;;;
It Happened in '43;1960;7,3;Drama, Romance, War;Italy;Italian, French;;;;;
